# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH parameters
134896000000000.0 1.52128e+18 79712100000.0 16491400000000.0 53994500000000.0 142749000000000.0 66483800000000.0 394106000.0 25093300000.0 160868000000.0 -4.32 [-4.32]
134896000000000.0 1.43873e+18 84936200000.0 16932900000000.0 53593700000000.0 129658000000000.0 57463500000000.0 445530000.0 27897500000.0 175779000000.0 -4.3 [-4.3]
134896000000000.0 1.3607e+18 90508700000.0 17373100000000.0 53134300000000.0 117489000000000.0 49560500000000.0 503093000.0 30963700000.0 191733000000.0 -4.28 [-4.28]
134896000000000.0 1.28694e+18 96452200000.0 17811400000000.0 52616700000000.0 106215000000000.0 42654400000000.0 567484000.0 34310800000.0 208760000000.0 -4.26 [-4.26]
134896000000000.0 1.21724e+18 102791000000.0 18247300000000.0 52041200000000.0 95802200000000.0 36635000000000.0 639475000.0 37958600000.0 226888000000.0 -4.24 [-4.24]
134896000000000.0 1.15136e+18 109550000000.0 18679900000000.0 51408500000000.0 86216100000000.0 31401900000000.0 719918000.0 41927400000.0 246134000000.0 -4.22 [-4.22]
134896000000000.0 1.08911e+18 116754000000.0 19108500000000.0 50719100000000.0 77418100000000.0 26863700000000.0 809767000.0 46238600000.0 266512000000.0 -4.2 [-4.2]
134896000000000.0 1.03028e+18 124428000000.0 19532400000000.0 49974100000000.0 69367800000000.0 22937700000000.0 910075000.0 50914300000.0 288030000000.0 -4.18 [-4.18]
134896000000000.0 9.74703e+17 132600000000.0 19950600000000.0 49174600000000.0 62024500000000.0 19549800000000.0 1022050000.0 55978400000.0 310680000000.0 -4.16 [-4.16]
134896000000000.0 9.22202e+17 141295000000.0 20362400000000.0 48321900000000.0 55345400000000.0 16633000000000.0 1147010000.0 61455200000.0 334450000000.0 -4.14 [-4.14]
134896000000000.0 8.726e+17 150536000000.0 20766300000000.0 47417500000000.0 49287200000000.0 14127300000000.0 1286390000.0 67368700000.0 359323000000.0 -4.12 [-4.12]
134896000000000.0 8.25741e+17 160348000000.0 21161100000000.0 46463100000000.0 43807200000000.0 11979400000000.0 1441790000.0 73744300000.0 385269000000.0 -4.1 [-4.1]
134896000000000.0 7.81476e+17 170751000000.0 21545400000000.0 45460900000000.0 38863700000000.0 10142000000000.0 1615010000.0 80608000000.0 412243000000.0 -4.08 [-4.08]
134896000000000.0 7.39668e+17 181766000000.0 21917900000000.0 44413200000000.0 34415700000000.0 8573660000000.0 1808020000.0 87986500000.0 440192000000.0 -4.06 [-4.06]
134896000000000.0 7.00171e+17 193411000000.0 22276700000000.0 43322400000000.0 30423300000000.0 7237300000000.0 2022950000.0 95905100000.0 469054000000.0 -4.04 [-4.04]
134896000000000.0 6.62851e+17 205696000000.0 22619800000000.0 42191200000000.0 26847800000000.0 6100570000000.0 2262090000.0 104388000000.0 498761000000.0 -4.02 [-4.02]
134896000000000.0 6.27596e+17 218635000000.0 22945800000000.0 41022700000000.0 23653600000000.0 5135530000000.0 2528080000.0 113463000000.0 529217000000.0 -4.0 [-4.0]
134896000000000.0 5.94287e+17 232235000000.0 23252600000000.0 39820300000000.0 20806300000000.0 4317600000000.0 2823710000.0 123153000000.0 560323000000.0 -3.98 [-3.98]
134896000000000.0 5.62809e+17 246498000000.0 23538100000000.0 38587200000000.0 18273200000000.0 3625360000000.0 3151960000.0 133480000000.0 591975000000.0 -3.96 [-3.96]
134896000000000.0 5.33071e+17 261424000000.0 23800700000000.0 37327500000000.0 16024700000000.0 3040560000000.0 3516220000.0 144470000000.0 624037000000.0 -3.94 [-3.94]
134896000000000.0 5.04973e+17 277006000000.0 24038400000000.0 36045200000000.0 14032800000000.0 2547250000000.0 3920060000.0 156141000000.0 656367000000.0 -3.92 [-3.92]
134896000000000.0 4.78424e+17 293236000000.0 24249600000000.0 34744300000000.0 12271600000000.0 2131690000000.0 4367320000.0 168512000000.0 688820000000.0 -3.9 [-3.9]
134896000000000.0 4.53338e+17 310080000000.0 24431200000000.0 33429800000000.0 10717100000000.0 1782090000000.0 4862010000.0 181596000000.0 721231000000.0 -3.88 [-3.88]
134896000000000.0 4.29637e+17 327543000000.0 24583800000000.0 32105500000000.0 9347560000000.0 1488410000000.0 5408660000.0 195408000000.0 753433000000.0 -3.86 [-3.86]
134896000000000.0 4.07237e+17 345574000000.0 24704000000000.0 30776200000000.0 8142860000000.0 1241940000000.0 6011680000.0 209949000000.0 785247000000.0 -3.84 [-3.84]
134896000000000.0 3.86065e+17 364144000000.0 24790900000000.0 29446600000000.0 7084790000000.0 1035330000000.0 6675910000.0 225219000000.0 816490000000.0 -3.82 [-3.82]
134896000000000.0 3.66051e+17 383213000000.0 24843200000000.0 28121000000000.0 6156940000000.0 862316000000.0 7406380000.0 241215000000.0 846976000000.0 -3.8 [-3.8]
134896000000000.0 3.47113e+17 402748000000.0 24859600000000.0 26802900000000.0 5343750000000.0 717473000000.0 8209070000.0 257935000000.0 876504000000.0 -3.78 [-3.78]
134896000000000.0 3.29235e+17 422657000000.0 24840100000000.0 25499600000000.0 4633850000000.0 596623000000.0 9086780000.0 275314000000.0 904863000000.0 -3.76 [-3.76]
134896000000000.0 3.12307e+17 442924000000.0 24783000000000.0 24212200000000.0 4013150000000.0 495605000000.0 10047500000.0 293366000000.0 931873000000.0 -3.74 [-3.74]
134896000000000.0 2.96288e+17 463497000000.0 24689100000000.0 22945000000000.0 3471520000000.0 411310000000.0 11096900000.0 312061000000.0 957307000000.0 -3.72 [-3.72]
134896000000000.0 2.81142e+17 484283000000.0 24558300000000.0 21703200000000.0 3000040000000.0 341101000000.0 12238200000.0 331310000000.0 980987000000.0 -3.7 [-3.7]
134896000000000.0 2.66809e+17 505234000000.0 24390800000000.0 20489600000000.0 2589790000000.0 282632000000.0 13477900000.0 351072000000.0 1002720000000.0 -3.68 [-3.68]
134896000000000.0 2.53242e+17 526284000000.0 24187400000000.0 19307300000000.0 2233240000000.0 233983000000.0 14821200000.0 371281000000.0 1022320000000.0 -3.66 [-3.66]
134896000000000.0 2.40409e+17 547346000000.0 23949000000000.0 18160000000000.0 1923960000000.0 193566000000.0 16271500000.0 391836000000.0 1039610000000.0 -3.64 [-3.64]
134896000000000.0 2.28247e+17 568392000000.0 23676300000000.0 17048300000000.0 1655530000000.0 159963000000.0 17836200000.0 412683000000.0 1054430000000.0 -3.62 [-3.62]
134896000000000.0 2.16719e+17 589365000000.0 23371200000000.0 15974100000000.0 1422810000000.0 132052000000.0 19519900000.0 433727000000.0 1066620000000.0 -3.6 [-3.6]
134896000000000.0 2.05808e+17 610150000000.0 23035200000000.0 14941400000000.0 1221640000000.0 108925000000.0 21322900000.0 454814000000.0 1076080000000.0 -3.58 [-3.58]
134896000000000.0 1.95468e+17 630712000000.0 22670200000000.0 13950100000000.0 1047750000000.0 89759900000.0 23250200000.0 475846000000.0 1082670000000.0 -3.56 [-3.56]
134896000000000.0 1.85669e+17 650985000000.0 22278000000000.0 13001700000000.0 897603000000.0 73893300000.0 25303900000.0 496696000000.0 1086340000000.0 -3.54 [-3.54]
134896000000000.0 1.7638e+17 670921000000.0 21861000000000.0 12096500000000.0 768102000000.0 60768500000.0 27486000000.0 517232000000.0 1087000000000.0 -3.52 [-3.52]
134896000000000.0 1.67577e+17 690439000000.0 21421300000000.0 11235700000000.0 656594000000.0 49926900000.0 29795500000.0 537289000000.0 1084660000000.0 -3.5 [-3.5]
134896000000000.0 1.59225e+17 709551000000.0 20961100000000.0 10417900000000.0 560521000000.0 40967900000.0 32236900000.0 556813000000.0 1079240000000.0 -3.48 [-3.48]
134896000000000.0 1.51309e+17 728152000000.0 20483200000000.0 9644340000000.0 477999000000.0 33583700000.0 34804000000.0 575588000000.0 1070840000000.0 -3.46 [-3.46]
134896000000000.0 1.4381e+17 746197000000.0 19990200000000.0 8914800000000.0 407215000000.0 27505300000.0 37493300000.0 593477000000.0 1059530000000.0 -3.44 [-3.44]
134896000000000.0 1.36685e+17 763690000000.0 19482900000000.0 8226570000000.0 346411000000.0 22494200000.0 40308800000.0 610368000000.0 1045310000000.0 -3.42 [-3.42]
134896000000000.0 1.29924e+17 780579000000.0 18964500000000.0 7579770000000.0 294317000000.0 18373600000.0 43242900000.0 626120000000.0 1028340000000.0 -3.4 [-3.4]
134896000000000.0 1.23497e+17 796854000000.0 18436300000000.0 6972440000000.0 249676000000.0 14984500000.0 46295100000.0 640619000000.0 1008700000000.0 -3.38 [-3.38]
134896000000000.0 1.17406e+17 812445000000.0 17902100000000.0 6405000000000.0 211572000000.0 12207700000.0 49451300000.0 653728000000.0 986653000000.0 -3.36 [-3.36]
134896000000000.0 1.11631e+17 827327000000.0 17364100000000.0 5876040000000.0 179086000000.0 9934940000.0 52704200000.0 665352000000.0 962411000000.0 -3.34 [-3.34]
134896000000000.0 1.0614e+17 841533000000.0 16822400000000.0 5382410000000.0 151343000000.0 8071810000.0 56055400000.0 675422000000.0 936048000000.0 -3.32 [-3.32]
134896000000000.0 1.00923e+17 855021000000.0 16279700000000.0 4923300000000.0 127714000000.0 6548430000.0 59493600000.0 683845000000.0 907840000000.0 -3.3 [-3.3]
134896000000000.0 9.59711e+16 867781000000.0 15738100000000.0 4497450000000.0 107624000000.0 5305230000.0 63006400000.0 690590000000.0 878041000000.0 -3.28 [-3.28]
134896000000000.0 9.12661e+16 879802000000.0 15198800000000.0 4102940000000.0 90559500000.0 4291500000.0 66587800000.0 695593000000.0 846876000000.0 -3.26 [-3.26]
134896000000000.0 8.67969e+16 891082000000.0 14663400000000.0 3738220000000.0 76087100000.0 3466220000.0 70226400000.0 698845000000.0 814595000000.0 -3.24 [-3.24]
134896000000000.0 8.25511e+16 901616000000.0 14133400000000.0 3401650000000.0 63830500000.0 2795330000.0 73912400000.0 700338000000.0 781445000000.0 -3.22 [-3.22]
134896000000000.0 7.85172e+16 911405000000.0 13610000000000.0 3091570000000.0 53465200000.0 2250740000.0 77635400000.0 700084000000.0 747668000000.0 -3.2 [-3.2]
134896000000000.0 7.4684e+16 920449000000.0 13094200000000.0 2806360000000.0 44712300000.0 1809340000.0 81385300000.0 698106000000.0 713497000000.0 -3.18 [-3.18]
134896000000000.0 7.10412e+16 928754000000.0 12587000000000.0 2544450000000.0 37332200000.0 1452140000.0 85151600000.0 694446000000.0 679158000000.0 -3.16 [-3.16]
134896000000000.0 6.75733e+16 936339000000.0 12088400000000.0 2303940000000.0 31110200000.0 1163130000.0 88927800000.0 689146000000.0 644788000000.0 -3.14 [-3.14]
134896000000000.0 6.42834e+16 943182000000.0 11601000000000.0 2084140000000.0 25889800000.0 930409000.0 92694300000.0 682301000000.0 610739000000.0 -3.12 [-3.12]
134896000000000.0 6.11562e+16 949305000000.0 11124500000000.0 1883200000000.0 21508900000.0 742989000.0 96446400000.0 673970000000.0 577110000000.0 -3.1 [-3.1]
134896000000000.0 5.81835e+16 954718000000.0 10659500000000.0 1699770000000.0 17838700000.0 592310000.0 100173000000.0 664241000000.0 544068000000.0 -3.08 [-3.08]
134896000000000.0 5.53573e+16 959432000000.0 10206300000000.0 1532530000000.0 14769000000.0 471372000.0 103866000000.0 653202000000.0 511755000000.0 -3.06 [-3.06]
134896000000000.0 5.26708e+16 963459000000.0 9765500000000.0 1380300000000.0 12206100000.0 374483000.0 107513000000.0 640962000000.0 480301000000.0 -3.04 [-3.04]
134896000000000.0 5.01165e+16 966810000000.0 9337200000000.0 1241880000000.0 10069900000.0 296991000.0 111106000000.0 627617000000.0 449809000000.0 -3.02 [-3.02]
134896000000000.0 4.7688e+16 969497000000.0 8921660000000.0 1116200000000.0 8292570000.0 235124000.0 114634000000.0 613274000000.0 420371000000.0 -3.0 [-3.0]
134896000000000.0 4.5379e+16 971534000000.0 8519030000000.0 1002220000000.0 6816530000.0 185822000.0 118087000000.0 598040000000.0 392060000000.0 -2.98 [-2.98]
134896000000000.0 4.31835e+16 972932000000.0 8129390000000.0 898985000000.0 5592900000.0 146602000.0 121456000000.0 582021000000.0 364930000000.0 -2.96 [-2.96]
134896000000000.0 4.10952e+16 973702000000.0 7752610000000.0 805559000000.0 4580210000.0 115453000.0 124736000000.0 565311000000.0 339016000000.0 -2.94 [-2.94]
134896000000000.0 3.91145e+16 973864000000.0 7389790000000.0 721326000000.0 3745370000.0 90810100.0 127906000000.0 548081000000.0 314413000000.0 -2.92 [-2.92]
134896000000000.0 3.72256e+16 973423000000.0 7038810000000.0 645101000000.0 3055600000.0 71267400.0 130974000000.0 530315000000.0 291003000000.0 -2.9 [-2.9]
134896000000000.0 3.54292e+16 972394000000.0 6700560000000.0 576372000000.0 2488060000.0 55833600.0 133924000000.0 512166000000.0 268853000000.0 -2.88 [-2.88]
134896000000000.0 3.37204e+16 970789000000.0 6374880000000.0 514464000000.0 2021960000.0 43666200.0 136747000000.0 493725000000.0 247954000000.0 -2.86 [-2.86]
134896000000000.0 3.20913e+16 968615000000.0 6060830000000.0 458655000000.0 1639310000.0 34076400.0 139439000000.0 475032000000.0 228245000000.0 -2.84 [-2.84]
134896000000000.0 3.05463e+16 965907000000.0 5759910000000.0 408631000000.0 1327020000.0 26562000.0 141972000000.0 456294000000.0 209802000000.0 -2.82 [-2.82]
134896000000000.0 2.90801e+16 962675000000.0 5471650000000.0 363810000000.0 1072500000.0 20680000.0 144345000000.0 437572000000.0 192577000000.0 -2.8 [-2.8]
134896000000000.0 2.76816e+16 958906000000.0 5194270000000.0 323513000000.0 864676000.0 16065700.0 146564000000.0 418828000000.0 176447000000.0 -2.78 [-2.78]
134896000000000.0 2.63511e+16 954625000000.0 4928310000000.0 287406000000.0 695694000.0 12460600.0 148616000000.0 400187000000.0 161418000000.0 -2.76 [-2.76]
134896000000000.0 2.50852e+16 949844000000.0 4673450000000.0 255087000000.0 558573000.0 9648740.0 150491000000.0 381714000000.0 147446000000.0 -2.74 [-2.74]
134896000000000.0 2.38807e+16 944575000000.0 4429420000000.0 226188000000.0 447536000.0 7459470.0 152183000000.0 363466000000.0 134482000000.0 -2.72 [-2.72]
134896000000000.0 2.27317e+16 938809000000.0 4195310000000.0 200319000000.0 357663000.0 5755020.0 153691000000.0 345447000000.0 122452000000.0 -2.7 [-2.7]
134896000000000.0 2.16413e+16 932597000000.0 3972070000000.0 177289000000.0 285347000.0 4435460.0 154997000000.0 327811000000.0 111365000000.0 -2.68 [-2.68]
134896000000000.0 2.06038e+16 925932000000.0 3758730000000.0 156759000000.0 227160000.0 3413330.0 156102000000.0 310549000000.0 101142000000.0 -2.66 [-2.66]
134896000000000.0 1.96164e+16 918824000000.0 3555000000000.0 138476000000.0 180446000.0 2622890.0 157000000000.0 293700000000.0 91732800000.0 -2.64 [-2.64]
134896000000000.0 1.86768e+16 911287000000.0 3360560000000.0 122210000000.0 143022000.0 2012610.0 157688000000.0 277298000000.0 83088400000.0 -2.62 [-2.62]
134896000000000.0 1.77826e+16 903331000000.0 3175090000000.0 107753000000.0 113109000.0 1542190.0 158164000000.0 261373000000.0 75161400000.0 -2.6 [-2.6]
134896000000000.0 1.69315e+16 894968000000.0 2998300000000.0 94916100000.0 89251600.0 1180130.0 158424000000.0 245951000000.0 67904500000.0 -2.58 [-2.58]
134896000000000.0 1.61236e+16 886237000000.0 2830300000000.0 83553300000.0 70298600.0 0.0 158467000000.0 231095000000.0 61288000000.0 -2.56 [-2.56]
134896000000000.0 1.53505e+16 877070000000.0 2669470000000.0 73438900000.0 55195800.0 0.0 158296000000.0 216694000000.0 55221200000.0 -2.54 [-2.54]
134896000000000.0 1.46165e+16 867557000000.0 2516830000000.0 64505900000.0 43257700.0 0.0 157909000000.0 202889000000.0 49709000000.0 -2.52 [-2.52]
134896000000000.0 1.39178e+16 857684000000.0 2371660000000.0 56605200000.0 33823700.0 0.0 157310000000.0 189647000000.0 44695500000.0 -2.5 [-2.5]
134896000000000.0 1.32526e+16 847465000000.0 2233640000000.0 49624300000.0 26385900.0 0.0 156502000000.0 176974000000.0 40142500000.0 -2.48 [-2.48]
134896000000000.0 1.26192e+16 836910000000.0 2102510000000.0 43462500000.0 20536100.0 0.0 155489000000.0 164872000000.0 36013900000.0 -2.46 [-2.46]
134896000000000.0 1.20162e+16 826033000000.0 1977990000000.0 38028900000.0 15946100.0 0.0 154277000000.0 153341000000.0 32275500000.0 -2.44 [-2.44]
134896000000000.0 1.14419e+16 814847000000.0 1859810000000.0 33242100000.0 12353300.0 0.0 152872000000.0 142378000000.0 28895100000.0 -2.42 [-2.42]
134896000000000.0 1.0895e+16 803364000000.0 1747700000000.0 29029400000.0 9547860.0 0.0 151282000000.0 131976000000.0 25842700000.0 -2.4 [-2.4]
134896000000000.0 1.03741e+16 791599000000.0 1641400000000.0 25325600000.0 7362520.0 0.0 149515000000.0 122127000000.0 23090000000.0 -2.38 [-2.38]
134896000000000.0 9877970000000000.0 779564000000.0 1540670000000.0 22072500000.0 5664320.0 0.0 147580000000.0 112821000000.0 20610700000.0 -2.36 [-2.36]
134896000000000.0 9405370000000000.0 767274000000.0 1445280000000.0 19218300000.0 4347950.0 0.0 145486000000.0 104045000000.0 18380600000.0 -2.34 [-2.34]
134896000000000.0 8956490000000000.0 754784000000.0 1355250000000.0 16722100000.0 3331760.0 0.0 143251000000.0 95813100000.0 16382100000.0 -2.32 [-2.32]
134896000000000.0 8527580000000000.0 742032000000.0 1269820000000.0 14531000000.0 2546150.0 0.0 140869000000.0 88058300000.0 14584000000.0 -2.3 [-2.3]
134896000000000.0 8118920000000000.0 729070000000.0 1189050000000.0 12614300000.0 1941550.0 0.0 138361000000.0 80789500000.0 12972300000.0 -2.28 [-2.28]
134896000000000.0 7729530000000000.0 715914000000.0 1112720000000.0 10939500000.0 1477360.0 0.0 135737000000.0 73989600000.0 11529200000.0 -2.26 [-2.26]
134896000000000.0 7358500000000000.0 702580000000.0 1040640000000.0 9477510000.0 1121800.0 0.0 133007000000.0 67641500000.0 10238700000.0 -2.24 [-2.24]
134896000000000.0 7004950000000000.0 689085000000.0 972616000000.0 8202740000.0 850102.0 0.0 130183000000.0 61727300000.0 9085800000.0 -2.22 [-2.22]
134896000000000.0 6666920000000000.0 675399000000.0 908240000000.0 7089560000.0 642548.0 0.0 127265000000.0 56209500000.0 8054080000.0 -2.2 [-2.2]
134896000000000.0 6347070000000000.0 661687000000.0 847987000000.0 6126350000.0 485355.0 0.0 124295000000.0 51127600000.0 7139720000.0 -2.18 [-2.18]
134896000000000.0 6041210000000000.0 647819000000.0 791035000000.0 5286760000.0 0.0 0.0 121254000000.0 46405200000.0 6322860000.0 -2.16 [-2.16]
134896000000000.0 5749800000000000.0 633866000000.0 737434000000.0 4557870000.0 0.0 0.0 118162000000.0 42042800000.0 5596070000.0 -2.14 [-2.14]
134896000000000.0 5472180000000000.0 619845000000.0 687026000000.0 3925790000.0 0.0 0.0 115029000000.0 38022000000.0 4950040000.0 -2.12 [-2.12]
134896000000000.0 5206690000000000.0 605721000000.0 639476000000.0 3376710000.0 0.0 0.0 111855000000.0 34310000000.0 4374550000.0 -2.1 [-2.1]
134896000000000.0 4955840000000000.0 591685000000.0 595184000000.0 2904580000.0 0.0 0.0 108685000000.0 30932400000.0 3867280000.0 -2.08 [-2.08]
134896000000000.0 4715010000000000.0 577528000000.0 553294000000.0 2493940000.0 0.0 0.0 105479000000.0 27815200000.0 3414580000.0 -2.06 [-2.06]
134896000000000.0 4486660000000000.0 563445000000.0 514194000000.0 2140650000.0 0.0 0.0 102285000000.0 24981300000.0 3014990000.0 -2.04 [-2.04]
134896000000000.0 4269270000000000.0 549398000000.0 477575000000.0 1835960000.0 0.0 0.0 99100300000.0 22399500000.0 2661290000.0 -2.02 [-2.02]
134896000000000.0 4062380000000000.0 535408000000.0 443311000000.0 1573490000.0 0.0 0.0 95932400000.0 20053300000.0 2348450000.0 -2.0 [-2.0]
134896000000000.0 3865510000000000.0 521496000000.0 411281000000.0 1347620000.0 0.0 0.0 92790100000.0 17926200000.0 2071930000.0 -1.98 [-1.98]
134896000000000.0 3678240000000000.0 507683000000.0 381365000000.0 1153450000.0 0.0 0.0 89681100000.0 16002400000.0 1827670000.0 -1.96 [-1.96]
134896000000000.0 3500130000000000.0 493989000000.0 353450000000.0 986681000.0 0.0 0.0 86612800000.0 14266600000.0 1612020000.0 -1.94 [-1.94]
134896000000000.0 3331680000000000.0 480506000000.0 327562000000.0 844145000.0 0.0 0.0 83608300000.0 12712400000.0 1422500000.0 -1.92 [-1.92]
134896000000000.0 3169850000000000.0 467035000000.0 303191000000.0 720945000.0 0.0 0.0 80625400000.0 11301300000.0 1253920000.0 -1.9 [-1.9]
134896000000000.0 3017570000000000.0 453869000000.0 280736000000.0 616229000.0 0.0 0.0 77733100000.0 10047500000.0 1106450000.0 -1.88 [-1.88]
