# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_T, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_T parameters
134896000000000.0 3.72426e+18 5374680000000.0 139036000000000.0 108920000000000.0 69907500000000.0 62271400000000.0 4106550000.0 251994000000.0 243739000000.0 4.82 [4.82]
134896000000000.0 4.14494e+18 5467970000000.0 147220000000000.0 118035000000000.0 75400600000000.0 70012200000000.0 3680420000.0 249414000000.0 255818000000.0 4.84 [4.84]
134896000000000.0 4.62224e+18 5480880000000.0 155186000000000.0 128258000000000.0 81760600000000.0 79012200000000.0 3280540000.0 245935000000.0 271136000000.0 4.86 [4.86]
134895000000000.0 5.16285e+18 5406950000000.0 162578000000000.0 139685000000000.0 89133500000000.0 89509600000000.0 2907640000.0 241443000000.0 290033000000.0 4.88 [4.88]
134896000000000.0 5.77418e+18 5243570000000.0 168965000000000.0 152406000000000.0 97699600000000.0 101799000000000.0 2562090000.0 235859000000.0 312819000000.0 4.9 [4.9]
134896000000000.0 6.46428e+18 4992110000000.0 173827000000000.0 166475000000000.0 107681000000000.0 116247000000000.0 2243900000.0 229137000000.0 339739000000.0 4.92 [4.92]
134896000000000.0 7.2419e+18 4654080000000.0 176435000000000.0 181927000000000.0 119353000000000.0 133313000000000.0 1952480000.0 221226000000.0 370884000000.0 4.94 [4.94]
134896000000000.0 8.11705e+18 4242550000000.0 176255000000000.0 198667000000000.0 133068000000000.0 153577000000000.0 1687440000.0 212161000000.0 406209000000.0 4.96 [4.96]
134896000000000.0 9.10079e+18 3784990000000.0 173283000000000.0 216376000000000.0 149267000000000.0 177782000000000.0 1448760000.0 202101000000.0 445575000000.0 4.98 [4.98]
134896000000000.0 1.02055e+19 3296460000000.0 167099000000000.0 234693000000000.0 168509000000000.0 206878000000000.0 1234970000.0 191093000000.0 488440000000.0 5.0 [5.0]
134896000000000.0 1.14444e+19 2797350000000.0 157618000000000.0 252747000000000.0 191492000000000.0 242071000000000.0 1046370000.0 179257000000.0 533996000000.0 5.02 [5.02]
134896000000000.0 1.28318e+19 2313940000000.0 145383000000000.0 269902000000000.0 219087000000000.0 284894000000000.0 879456000.0 166753000000.0 581155000000.0 5.04 [5.04]
134896000000000.0 1.43832e+19 1865480000000.0 131007000000000.0 285138000000000.0 252397000000000.0 337310000000000.0 733056000.0 153775000000.0 628613000000.0 5.06 [5.06]
134896000000000.0 1.61172e+19 1466370000000.0 115305000000000.0 297418000000000.0 292857000000000.0 401879000000000.0 606049000.0 140582000000.0 675076000000.0 5.08 [5.08]
134896000000000.0 1.80545e+19 1124780000000.0 99156500000000.0 305796000000000.0 342320000000000.0 481946000000000.0 497172000.0 127458000000.0 719394000000.0 5.1 [5.1]
134896000000000.0 2.02175e+19 843133000000.0 83398100000000.0 309602000000000.0 403186000000000.0 581874000000000.0 405033000.0 114692000000.0 760759000000.0 5.12 [5.12]
134896000000000.0 2.26349e+19 618848000000.0 68716200000000.0 308556000000000.0 478509000000000.0 707391000000000.0 328154000.0 102576000000.0 799013000000.0 5.14 [5.14]
134896000000000.0 2.53397e+19 445317000000.0 55519000000000.0 302512000000000.0 572538000000000.0 866249000000000.0 264863000.0 91339800000.0 834557000000.0 5.16 [5.16]
134895000000000.0 2.83729e+19 315721000000.0 44193400000000.0 292590000000000.0 691060000000000.0 1068790000000000.0 213483000.0 81176600000.0 868640000000.0 5.18 [5.18]
134895000000000.0 3.17852e+19 220984000000.0 34717800000000.0 279331000000000.0 842141000000000.0 1329100000000000.0 172262000.0 72188400000.0 902961000000.0 5.2 [5.2]
134896000000000.0 3.56379e+19 153369000000.0 27032900000000.0 264019000000000.0 1036690000000000.0 1665900000000000.0 139515000.0 64403600000.0 939747000000.0 5.22 [5.22]
134896000000000.0 4.00021e+19 105844000000.0 20920000000000.0 247487000000000.0 1289620000000000.0 2104330000000000.0 113679000.0 57784000000.0 981405000000.0 5.24 [5.24]
134896000000000.0 4.49569e+19 72468700000.0 16049400000000.0 229444000000000.0 1620900000000000.0 2677710000000000.0 93333100.0 52221300000.0 1030010000000.0 5.26 [5.26]
134896000000000.0 5.05766e+19 49781200000.0 12345000000000.0 212422000000000.0 2056030000000000.0 3429710000000000.0 77353600.0 47622900000.0 1088160000000.0 5.28 [5.28]
134896000000000.0 5.69231e+19 34127100000.0 9467200000000.0 195300000000000.0 2633680000000000.0 4430020000000000.0 64707300.0 43815800000.0 1156960000000.0 5.3 [5.3]
134896000000000.0 6.39347e+19 23447800000.0 7269080000000.0 178957000000000.0 3371470000000000.0 5723050000000000.0 54544800.0 40590400000.0 1235360000000.0 5.32 [5.32]
134896000000000.0 7.14899e+19 16087200000.0 5566390000000.0 162798000000000.0 4297850000000000.0 7395840000000000.0 46208100.0 37744400000.0 1320570000000.0 5.34 [5.34]
134896000000000.0 7.93117e+19 10988000000.0 4237620000000.0 146583000000000.0 5410410000000000.0 9525440000000000.0 39183600.0 35066500000.0 1406650000000.0 5.36 [5.36]
134896000000000.0 8.70496e+19 7401700000.0 3176590000000.0 129532000000000.0 6690910000000000.0 1.22244e+16 33101800.0 32377200000.0 1485270000000.0 5.38 [5.38]
134896000000000.0 9.41241e+19 4995210000.0 2382700000000.0 114020000000000.0 7976120000000000.0 1.54115e+16 27737500.0 29554100000.0 1546050000000.0 5.4 [5.4]
134896000000000.0 1.0019e+20 3338730000.0 1767640000000.0 99014600000000.0 9124320000000000.0 1.90672e+16 22951900.0 26550400000.0 1579770000000.0 5.42 [5.42]
134896000000000.0 1.05175e+20 2223310000.0 1305230000000.0 85378700000000.0 9965840000000000.0 2.30703e+16 18729000.0 23455300000.0 1583350000000.0 5.44 [5.44]
134896000000000.0 1.09398e+20 1482580000.0 964491000000.0 73505600000000.0 1.04075e+16 2.73242e+16 15082800.0 20411600000.0 1559480000000.0 5.46 [5.46]
134896000000000.0 1.13397e+20 994354000.0 716760000000.0 63504600000000.0 1.0442e+16 3.17615e+16 12008300.0 17546900000.0 1513870000000.0 5.48 [5.48]
134896000000000.0 1.17729e+20 674536000.0 538782000000.0 55355600000000.0 1.01309e+16 3.63494e+16 9467410.0 14937000000.0 1452050000000.0 5.5 [5.5]
134896000000000.0 1.22846e+20 463373000.0 410327000000.0 48771600000000.0 9571300000000000.0 4.10933e+16 7394520.0 12600800000.0 1377360000000.0 5.52 [5.52]
134896000000000.0 1.28998e+20 322945000.0 317255000000.0 43510300000000.0 8861190000000000.0 4.60021e+16 5717050.0 10526200000.0 1291120000000.0 5.54 [5.54]
134896000000000.0 1.36338e+20 227995000.0 248706000000.0 39262500000000.0 8084630000000000.0 5.11126e+16 4367260.0 8690270000.0 1193730000000.0 5.56 [5.56]
134896000000000.0 1.44986e+20 162966000.0 197611000000.0 35826100000000.0 7306800000000000.0 5.6477e+16 3290800.0 7077590000.0 1086680000000.0 5.58 [5.58]
134896000000000.0 1.54954e+20 117831000.0 159007000000.0 33029600000000.0 6565510000000000.0 6.2151e+16 2440740.0 5673740000.0 971861000000.0 5.6 [5.6]
134896000000000.0 1.66178e+20 86190700.0 129489000000.0 30747100000000.0 5867700000000000.0 6.8121e+16 1778030.0 4466090000.0 851919000000.0 5.62 [5.62]
134896000000000.0 1.78766e+20 63832900.0 106786000000.0 28917200000000.0 5244070000000000.0 7.44627e+16 1271880.0 3450880000.0 731681000000.0 5.64 [5.64]
134896000000000.0 1.92611e+20 47879000.0 89116200000.0 27456200000000.0 4685160000000000.0 8.11695e+16 891875.0 2612660000.0 614643000000.0 5.66 [5.66]
134896000000000.0 2.078e+20 36413500.0 75253400000.0 26319400000000.0 4188290000000000.0 8.83028e+16 612609.0 1936480000.0 504636000000.0 5.68 [5.68]
134896000000000.0 2.24376e+20 28101200.0 64249000000.0 25456100000000.0 3715540000000000.0 9.59313e+16 411499.0 1402750000.0 404553000000.0 5.7 [5.7]
134896000000000.0 2.42278e+20 22013300.0 55371100000.0 24808100000000.0 3319320000000000.0 1.03978e+17 271239.0 996265000.0 317448000000.0 5.72 [5.72]
134896000000000.0 2.61303e+20 17483300.0 48060700000.0 24310700000000.0 2961330000000000.0 1.12395e+17 174024.0 688117000.0 242023000000.0 5.74 [5.74]
134896000000000.0 2.81112e+20 14061300.0 41945900000.0 23914400000000.0 2642770000000000.0 1.2103e+17 109471.0 465594000.0 180593000000.0 5.76 [5.76]
134896000000000.0 3.01311e+20 11408200.0 36710900000.0 23552700000000.0 2367610000000000.0 1.29705e+17 67383.2 307993000.0 131574000000.0 5.78 [5.78]
134896000000000.0 3.21655e+20 9303880.0 32171100000.0 23186100000000.0 2128000000000000.0 1.3832e+17 40565.6 199124000.0 93570900000.0 5.8 [5.8]
134896000000000.0 3.42104e+20 7577360.0 28122800000.0 22740000000000.0 1914700000000000.0 1.46865e+17 23704.5 124895000.0 64499400000.0 5.82 [5.82]
134896000000000.0 3.62833e+20 6133950.0 24465500000.0 22171500000000.0 1731060000000000.0 1.55413e+17 13646.4 77152900.0 43747500000.0 5.84 [5.84]
134896000000000.0 3.84229e+20 4917910.0 21134700000.0 21447500000000.0 1573280000000000.0 1.64129e+17 7699.09 46698600.0 29052100000.0 5.86 [5.86]
134896000000000.0 4.06661e+20 3899300.0 18106700000.0 20557100000000.0 1439470000000000.0 1.73168e+17 4259.7 27713700.0 18901400000.0 5.88 [5.88]
134896000000000.0 4.30317e+20 3057340.0 15375400000.0 19504000000000.0 1328970000000000.0 1.826e+17 2312.75 16135400.0 12050900000.0 5.9 [5.9]
134896000000000.0 4.55615e+20 2369750.0 12929100000.0 18301800000000.0 1239510000000000.0 1.92588e+17 1236.96 9251920.0 7558330000.0 5.92 [5.92]
134896000000000.0 4.82599e+20 1814300.0 10745300000.0 16953500000000.0 1167270000000000.0 2.0313e+17 651.226 5220360.0 4660190000.0 5.94 [5.94]
134896000000000.0 5.11446e+20 1370940.0 8812560000.0 15478900000000.0 1109840000000000.0 2.14268e+17 336.221 2887510.0 2812810000.0 5.96 [5.96]
134896000000000.0 5.42171e+20 1023350.0 7131800000.0 13921700000000.0 1065100000000000.0 2.25956e+17 170.688 1569800.0 1666260000.0 5.98 [5.98]
134896000000000.0 5.74724e+20 753885.0 5687200000.0 12317500000000.0 1021680000000000.0 2.3811e+17 81.8385 805415.0 929991000.0 6.0 [6.0]
134896000000000.0 6.08945e+20 549119.0 4476620000.0 10731500000000.0 996344000000000.0 2.50538e+17 40.1918 423166.0 530872000.0 6.02 [6.02]
134896000000000.0 6.44701e+20 395115.0 3476400000.0 9202450000000.0 978169000000000.0 2.63043e+17 19.2909 217156.0 295501000.0 6.04 [6.04]
134896000000000.0 6.81921e+20 281584.0 2671450000.0 7783360000000.0 968713000000000.0 2.75388e+17 9.18445 110485.0 162862000.0 6.06 [6.06]
134896000000000.0 7.20666e+20 199245.0 2038030000.0 6513670000000.0 964603000000000.0 2.87328e+17 4.30149 55265.4 88113700.0 6.08 [6.08]
134896000000000.0 7.61186e+20 140441.0 1549330000.0 5413310000000.0 960423000000000.0 2.98613e+17 1.88369 25809.4 44303700.0 6.1 [6.1]
134896000000000.0 8.03545e+20 98993.9 1178200000.0 4480750000000.0 962545000000000.0 3.08836e+17 0.837378 12234.6 22606800.0 6.12 [6.12]
134896000000000.0 8.48049e+20 70052.3 899761000.0 3704930000000.0 967748000000000.0 3.17619e+17 0.369473 5753.96 11429200.0 6.14 [6.14]
134896000000000.0 8.94644e+20 49892.3 691687000.0 3063790000000.0 973143000000000.0 3.24396e+17 0.159648 2648.29 5641250.0 6.16 [6.16]
134896000000000.0 9.43708e+20 35759.2 535121000.0 2530550000000.0 976564000000000.0 3.28744e+17 0.0669864 1182.86 2696370.0 6.18 [6.18]
134896000000000.0 9.95595e+20 25761.9 416172000.0 2083320000000.0 976131000000000.0 3.30241e+17 0.0271162 509.425 1240380.0 6.2 [6.2]
134896000000000.0 1.05045e+21 18584.3 324185000.0 1704060000000.0 970324000000000.0 3.28454e+17 0.0105743 211.273 548781.0 6.22 [6.22]
134896000000000.0 1.10834e+21 13340.1 251309000.0 1379240000000.0 956034000000000.0 3.23025e+17 0.0039478 83.8647 232258.0 6.24 [6.24]
134896000000000.0 1.16911e+21 9484.17 192750000.0 1102030000000.0 931128000000000.0 3.13677e+17 0.00141231 31.8932 94153.7 6.26 [6.26]
134896000000000.0 1.23269e+21 6656.82 145706000.0 869819000000.0 894512000000000.0 3.00365e+17 0.000486246 11.6707 36726.1 6.28 [6.28]
134896000000000.0 1.29896e+21 4612.75 108504000.0 680481000000.0 845480000000000.0 2.83242e+17 0.000162043 4.13328 13867.9 6.3 [6.3]
134896000000000.0 1.36791e+21 3190.93 80505500.0 533881000000.0 785242000000000.0 2.62741e+17 5.33141e-05 1.44515 5171.55 6.32 [6.32]
134896000000000.0 1.43961e+21 2212.66 59729700.0 420708000000.0 715672000000000.0 2.39537e+17 1.73945e-05 0.50092 1910.98 6.34 [6.34]
134896000000000.0 1.51427e+21 1540.14 44402400.0 333178000000.0 639856000000000.0 2.14515e+17 5.72905e-06 0.17526 712.738 6.36 [6.36]
134895000000000.0 1.59213e+21 1079.06 33191000.0 265692000000.0 560944000000000.0 1.88677e+17 1.90362e-06 0.0618533 268.096 6.38 [6.38]
134895000000000.0 1.67336e+21 761.623 24972200.0 213239000000.0 482288000000000.0 1.6303e+17 6.40278e-07 0.0220935 102.033 6.4 [6.4]
134895000000000.0 1.75816e+21 541.439 18909700.0 172178000000.0 406987000000000.0 1.38491e+17 2.18623e-07 0.00801008 39.4029 6.42 [6.42]
134895000000000.0 1.84667e+21 387.298 14394900.0 139598000000.0 337551000000000.0 1.15816e+17 7.60459e-08 0.00295795 15.4935 6.44 [6.44]
134895000000000.0 1.93888e+21 278.483 11003000.0 113533000000.0 275368000000000.0 9.5419e+16 2.69163e-08 0.00111128 6.19585 6.46 [6.46]
134895000000000.0 2.03484e+21 201.107 8439780.0 92562900000.0 221365000000000.0 7.75988e+16 9.68088e-09 0.000424168 2.51631 6.48 [6.48]
134895000000000.0 2.13491e+21 145.779 6492900.0 75611800000.0 175726000000000.0 6.24229e+16 3.53565e-09 0.000164367 1.03698 6.5 [6.5]
134895000000000.0 2.2394e+21 106.059 5010580.0 61913000000.0 139390000000000.0 5.02564e+16 1.31236e-09 6.47221e-05 0.434098 6.52 [6.52]
134895000000000.0 2.34854e+21 77.6022 3887320.0 50946800000.0 110482000000000.0 4.04924e+16 4.96589e-10 2.59774e-05 0.185182 6.54 [6.54]
134895000000000.0 2.46247e+21 56.8217 3016070.0 41910000000.0 87262100000000.0 3.25623e+16 1.90387e-10 1.05623e-05 0.0799917 6.56 [6.56]
134895000000000.0 2.5815e+21 41.6536 2341350.0 34483700000.0 68768400000000.0 2.61676e+16 7.39641e-11 4.351e-06 0.0349934 6.58 [6.58]
134895000000000.0 2.70591e+21 30.5684 1818520.0 28380500000.0 54133700000000.0 2.10374e+16 2.9109e-11 1.81541e-06 0.0154995 6.6 [6.6]
134896000000000.0 2.83601e+21 22.4616 1413550.0 23371100000.0 42608100000000.0 1.69362e+16 1.16019e-11 7.67001e-07 0.00694923 6.62 [6.62]
134896000000000.0 2.97212e+21 16.5305 1100070.0 19266000000.0 33600800000000.0 1.36798e+16 4.68854e-12 3.28528e-07 0.00315783 6.64 [6.64]
134896000000000.0 3.11462e+21 12.1891 857560.0 15908400000.0 26631600000000.0 1.11196e+16 1.92104e-12 1.4266e-07 0.00145447 6.66 [6.66]
134896000000000.0 3.26379e+21 9.00504 669622.0 13157700000.0 21192400000000.0 9085830000000000.0 7.97578e-13 6.27678e-08 0.00067863 6.68 [6.68]
134896000000000.0 3.41998e+21 6.66563 523772.0 10901100000.0 16913700000000.0 7454630000000000.0 1.20856e-13 2.79623e-08 0.000320534 6.7 [6.7]
134896000000000.0 3.58348e+21 4.94392 410458.0 9048350000.0 13541700000000.0 6142410000000000.0 0.0 1.26059e-08 0.00015318 6.72 [6.72]
134896000000000.0 3.75468e+21 3.67532 322356.0 7526480000.0 10901600000000.0 5094170000000000.0 0.0 5.74762e-09 7.40242e-05 6.74 [6.74]
134896000000000.0 3.93393e+21 2.73946 253805.0 6275830000.0 8791880000000.0 4236140000000000.0 0.0 2.64933e-09 3.61582e-05 6.76 [6.76]
134896000000000.0 4.12166e+21 2.04707 200330.0 5245720000.0 7117740000000.0 3539050000000000.0 0.0 1.23342e-09 1.78366e-05 6.78 [6.78]
134896000000000.0 4.31829e+21 1.5334 158509.0 4395460000.0 5787030000000.0 2971460000000000.0 7.93769e-17 5.79551e-10 8.87936e-06 6.8 [6.8]
134896000000000.0 4.52428e+21 1.15148 125739.0 3692570000.0 4729900000000.0 2509550000000000.0 3.58942e-17 2.74649e-10 4.4579e-06 6.82 [6.82]
134896000000000.0 4.7396e+21 0.866765 99988.1 3109650000.0 3884660000000.0 2130910000000000.0 8.22142e-18 1.3111e-10 2.25433e-06 6.84 [6.84]
134896000000000.0 4.96523e+21 0.653709 79679.8 2624550000.0 3206190000000.0 1819230000000000.0 3.78397e-18 6.30222e-11 1.14697e-06 6.86 [6.86]
134896000000000.0 5.20199e+21 0.494047 63641.9 2220290000.0 2659890000000.0 1561870000000000.0 0.0 3.04598e-11 5.86349e-07 6.88 [6.88]
134896000000000.0 5.45056e+21 0.374016 50933.9 1882390000.0 2217920000000.0 1348270000000000.0 0.0 1.47609e-11 3.00958e-07 6.9 [6.9]
134896000000000.0 5.71157e+21 0.283396 40813.6 1598330000.0 1858270000000.0 1169940000000000.0 3.77439e-19 7.1664e-12 1.54766e-07 6.92 [6.92]
134896000000000.0 5.9857e+21 0.214824 32731.1 1358790000.0 1563860000000.0 1020110000000000.0 1.53091e-18 3.48056e-12 7.96213e-08 6.94 [6.94]
134896000000000.0 6.27362e+21 0.162986 26281.4 1156840000.0 1321690000000.0 893589000000000.0 7.08865e-19 1.68894e-12 4.09262e-08 6.96 [6.96]
134896000000000.0 6.57603e+21 0.123694 21117.9 986007000.0 1121330000000.0 786049000000000.0 0.0 6.18394e-13 2.09911e-08 6.98 [6.98]
134896000000000.0 6.89361e+21 0.0938351 16969.4 840847000.0 953364000000.0 693222000000000.0 0.0 2.67305e-14 1.07247e-08 7.0 [7.0]
