# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH parameters
134896000000000.0 4.74484e+18 16987400000.0 5187580000000.0 28192100000000.0 321607000000000.0 427326000000000.0 18990700.0 1381020000.0 10642700000.0 -4.7 [-4.7]
134896000000000.0 4.48734e+18 18193300000.0 5433680000000.0 28572400000000.0 306124000000000.0 386255000000000.0 22262400.0 1592850000.0 11983100000.0 -4.68 [-4.68]
134896000000000.0 4.24463e+18 19477800000.0 5685860000000.0 28926100000000.0 290767000000000.0 348481000000000.0 26053900.0 1834100000.0 13469000000.0 -4.66 [-4.66]
134896000000000.0 4.01571e+18 20844400000.0 5943910000000.0 29252600000000.0 275586000000000.0 313802000000000.0 30439600.0 2108380000.0 15113800000.0 -4.64 [-4.64]
134896000000000.0 3.79971e+18 22297200000.0 6207420000000.0 29551600000000.0 260630000000000.0 282026000000000.0 35503200.0 2419650000.0 16931200000.0 -4.62 [-4.62]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 3.40335e+18 25481400000.0 6750340000000.0 30064700000000.0 231572000000000.0 226445000000000.0 48053200.0 3171130000.0 21143700000.0 -4.58 [-4.58]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 3.04973e+18 29071200000.0 7312700000000.0 30461700000000.0 203924000000000.0 180343000000000.0 64600600.0 4128780000.0 26234300000.0 -4.54 [-4.54]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 2.73382e+18 33108700000.0 7891900000000.0 30739400000000.0 177960000000000.0 142429000000000.0 86255700.0 5340500000.0 32345800000.0 -4.5 [-4.5]
134896000000000.0 2.58861e+18 35307000000.0 8186580000000.0 30832700000000.0 165677000000000.0 126171000000000.0 99410400.0 6058810000.0 35833100000.0 -4.48 [-4.48]
134896000000000.0 2.45136e+18 37638600000.0 8484610000000.0 30895000000000.0 153893000000000.0 111534000000000.0 114386000.0 6862580000.0 39632000000.0 -4.46 [-4.46]
134896000000000.0 2.32156e+18 40108600000.0 8785400000000.0 30926200000000.0 142622000000000.0 98387200000000.0 131399000.0 7760310000.0 43764000000.0 -4.44 [-4.44]
134896000000000.0 2.19878e+18 42723700000.0 9088450000000.0 30926100000000.0 131874000000000.0 86610100000000.0 150694000.0 8761150000.0 48250600000.0 -4.42 [-4.42]
134896000000000.0 2.08264e+18 45491600000.0 9393310000000.0 30894400000000.0 121659000000000.0 76085300000000.0 172537000.0 9874920000.0 53112800000.0 -4.4 [-4.4]
134896000000000.0 1.97275e+18 48419800000.0 9699420000000.0 30831100000000.0 111981000000000.0 66702200000000.0 197223000.0 11112100000.0 58372300000.0 -4.38 [-4.38]
134896000000000.0 1.86878e+18 51516700000.0 10006300000000.0 30735900000000.0 102841000000000.0 58356800000000.0 225075000.0 12483800000.0 64050400000.0 -4.36 [-4.36]
134896000000000.0 1.77044e+18 54796000000.0 10313700000000.0 30608900000000.0 94237200000000.0 50955000000000.0 256471000.0 14002300000.0 70164400000.0 -4.34 [-4.34]
134896000000000.0 1.67738e+18 58262500000.0 10620800000000.0 30450000000000.0 86162100000000.0 44403600000000.0 291786000.0 15680000000.0 76737600000.0 -4.32 [-4.32]
134896000000000.0 1.5893e+18 61924100000.0 10926900000000.0 30259200000000.0 78606000000000.0 38618100000000.0 331441000.0 17530000000.0 83791000000.0 -4.3 [-4.3]
134896000000000.0 1.50594e+18 65790200000.0 11231200000000.0 30036600000000.0 71556800000000.0 33521100000000.0 375899000.0 19566300000.0 91343400000.0 -4.28 [-4.28]
134896000000000.0 1.42703e+18 69870400000.0 11533000000000.0 29782400000000.0 65000300000000.0 29041200000000.0 425669000.0 21803400000.0 99412600000.0 -4.26 [-4.26]
134896000000000.0 1.35234e+18 74174600000.0 11831800000000.0 29496800000000.0 58919600000000.0 25112700000000.0 481303000.0 24256900000.0 108015000000.0 -4.24 [-4.24]
134896000000000.0 1.28161e+18 78708700000.0 12126500000000.0 29180000000000.0 53296100000000.0 21675100000000.0 543376000.0 26942000000.0 117168000000.0 -4.22 [-4.22]
134896000000000.0 1.21458e+18 83475700000.0 12415600000000.0 28832200000000.0 48107000000000.0 18671700000000.0 612497000.0 29874700000.0 126895000000.0 -4.2 [-4.2]
134896000000000.0 1.15118e+18 88489800000.0 12699000000000.0 28454400000000.0 43338700000000.0 16057700000000.0 689347000.0 33070400000.0 137188000000.0 -4.18 [-4.18]
134896000000000.0 1.09114e+18 93768900000.0 12976200000000.0 28046800000000.0 38964600000000.0 13785300000000.0 774794000.0 36549900000.0 148061000000.0 -4.16 [-4.16]
134896000000000.0 1.03432e+18 99319700000.0 13246400000000.0 27610100000000.0 34964300000000.0 11814800000000.0 869634000.0 40330300000.0 159515000000.0 -4.14 [-4.14]
134896000000000.0 9.80536e+17 105151000000.0 13508600000000.0 27145200000000.0 31315400000000.0 10109600000000.0 974760000.0 44429800000.0 171549000000.0 -4.12 [-4.12]
134896000000000.0 9.29628e+17 111272000000.0 13762000000000.0 26652900000000.0 27995400000000.0 8636850000000.0 1091140000.0 48867200000.0 184160000000.0 -4.1 [-4.1]
134896000000000.0 8.81444e+17 117690000000.0 14005700000000.0 26134300000000.0 24982300000000.0 7367470000000.0 1219830000.0 53661500000.0 197338000000.0 -4.08 [-4.08]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 7.92663e+17 131441000000.0 14460000000000.0 25022700000000.0 19790300000000.0 5337610000000.0 1518650000.0 64395800000.0 225334000000.0 -4.04 [-4.04]
134896000000000.0 7.51797e+17 138787000000.0 14668900000000.0 24432400000000.0 17569700000000.0 4533700000000.0 1691260000.0 70373400000.0 240110000000.0 -4.02 [-4.02]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 6.76483e+17 154428000000.0 15045300000000.0 23189900000000.0 13781200000000.0 3257930000000.0 2089670000.0 83638200000.0 271072000000.0 -3.98 [-3.98]
134896000000000.0 6.41806e+17 162725000000.0 15210900000000.0 22541100000000.0 12176900000000.0 2756540000000.0 2318430000.0 90958800000.0 287180000000.0 -3.96 [-3.96]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 5.77884e+17 180255000000.0 15492300000000.0 21197800000000.0 9464530000000.0 1966280000000.0 2843000000.0 107050000000.0 320411000000.0 -3.92 [-3.92]
134896000000000.0 5.48443e+17 189478000000.0 15606400000000.0 20507100000000.0 8326180000000.0 1657820000000.0 3142200000.0 115844000000.0 337418000000.0 -3.9 [-3.9]
134896000000000.0 5.20558e+17 198991000000.0 15701500000000.0 19806600000000.0 7314580000000.0 1396190000000.0 3468370000.0 125148000000.0 354598000000.0 -3.88 [-3.88]
134896000000000.0 4.94147e+17 208788000000.0 15777400000000.0 19098300000000.0 6417200000000.0 1174580000000.0 3823350000.0 134970000000.0 371879000000.0 -3.86 [-3.86]
134896000000000.0 4.69118e+17 218867000000.0 15833500000000.0 18383900000000.0 5622060000000.0 987012000000.0 4209480000.0 145321000000.0 389178000000.0 -3.84 [-3.84]
134896000000000.0 4.45439e+17 229179000000.0 15868900000000.0 17667400000000.0 4920030000000.0 828738000000.0 4627430000.0 156175000000.0 406398000000.0 -3.82 [-3.82]
134896000000000.0 4.22984e+17 239730000000.0 15883000000000.0 16949200000000.0 4299780000000.0 695045000000.0 5080120000.0 167547000000.0 423465000000.0 -3.8 [-3.8]
134896000000000.0 4.01705e+17 250496000000.0 15876000000000.0 16232000000000.0 3753050000000.0 582335000000.0 5569070000.0 179419000000.0 440274000000.0 -3.78 [-3.78]
134896000000000.0 3.81522e+17 261464000000.0 15847500000000.0 15517500000000.0 3271480000000.0 487349000000.0 6096640000.0 191785000000.0 456727000000.0 -3.76 [-3.76]
134896000000000.0 3.62403e+17 272581000000.0 15797100000000.0 14809200000000.0 2848530000000.0 407498000000.0 6663270000.0 204599000000.0 472714000000.0 -3.74 [-3.74]
134896000000000.0 3.44285e+17 283820000000.0 15724900000000.0 14108800000000.0 2477530000000.0 340424000000.0 7270250000.0 217827000000.0 488135000000.0 -3.72 [-3.72]
134896000000000.0 3.27096e+17 295184000000.0 15631500000000.0 13417500000000.0 2152110000000.0 284079000000.0 7920620000.0 231464000000.0 502866000000.0 -3.7 [-3.7]
134896000000000.0 3.10792e+17 306630000000.0 15517000000000.0 12737400000000.0 1867210000000.0 236817000000.0 8614760000.0 245450000000.0 516803000000.0 -3.68 [-3.68]
134896000000000.0 2.95315e+17 318140000000.0 15381800000000.0 12069900000000.0 1617920000000.0 197188000000.0 9354670000.0 259750000000.0 529828000000.0 -3.66 [-3.66]
134896000000000.0 2.80648e+17 329634000000.0 15226200000000.0 11418200000000.0 1400550000000.0 164058000000.0 10138000000.0 274255000000.0 541847000000.0 -3.64 [-3.64]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 2.53487e+17 352595000000.0 14857000000000.0 10163100000000.0 1045390000000.0 113146000000.0 11845000000.0 303741000000.0 562406000000.0 -3.6 [-3.6]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 2.29023e+17 375222000000.0 14416600000000.0 8983900000000.0 776689000000.0 77699800000.0 13731600000.0 333241000000.0 577720000000.0 -3.56 [-3.56]
134896000000000.0 2.177e+17 386377000000.0 14172400000000.0 8424160000000.0 668141000000.0 64265800000.0 14743500000.0 347830000000.0 583164000000.0 -3.54 [-3.54]
134896000000000.0 2.0695e+17 397348000000.0 13913400000000.0 7886110000000.0 574095000000.0 53093900000.0 15796400000.0 362129000000.0 587078000000.0 -3.52 [-3.52]
134896000000000.0 1.96748e+17 408118000000.0 13641300000000.0 7370390000000.0 492727000000.0 43816400000.0 16889000000.0 376062000000.0 589401000000.0 -3.5 [-3.5]
134896000000000.0 1.87039e+17 418698000000.0 13356600000000.0 6875940000000.0 422237000000.0 36102100000.0 18022500000.0 389558000000.0 590058000000.0 -3.48 [-3.48]
134896000000000.0 1.77822e+17 429027000000.0 13061200000000.0 6404330000000.0 361403000000.0 29711000000.0 19191000000.0 402484000000.0 589065000000.0 -3.46 [-3.46]
134896000000000.0 1.69063e+17 439096000000.0 12756300000000.0 5955210000000.0 308920000000.0 24417900000.0 20392800000.0 414754000000.0 586404000000.0 -3.44 [-3.44]
134896000000000.0 1.60739e+17 448881000000.0 12443000000000.0 5528550000000.0 263699000000.0 20039500000.0 21624800000.0 426273000000.0 582086000000.0 -3.42 [-3.42]
134896000000000.0 1.52827e+17 458366000000.0 12122700000000.0 5124190000000.0 224786000000.0 16422500000.0 22883600000.0 436952000000.0 576140000000.0 -3.4 [-3.4]
134896000000000.0 1.45307e+17 467532000000.0 11796600000000.0 4741830000000.0 191344000000.0 13438500000.0 24165800000.0 446711000000.0 568613000000.0 -3.38 [-3.38]
134896000000000.0 1.38159e+17 476368000000.0 11466100000000.0 4381120000000.0 162645000000.0 10980200000.0 25467800000.0 455482000000.0 559564000000.0 -3.36 [-3.36]
134896000000000.0 1.31365e+17 484860000000.0 11132200000000.0 4041600000000.0 138051000000.0 8957870000.0 26785900000.0 463203000000.0 549074000000.0 -3.34 [-3.34]
134896000000000.0 1.24907e+17 492993000000.0 10796200000000.0 3722670000000.0 117001000000.0 7296480000.0 28116200000.0 469816000000.0 537236000000.0 -3.32 [-3.32]
134896000000000.0 1.18767e+17 500759000000.0 10459100000000.0 3423730000000.0 99009700000.0 5933610000.0 29455200000.0 475281000000.0 524156000000.0 -3.3 [-3.3]
134896000000000.0 1.12929e+17 508148000000.0 10121800000000.0 3144090000000.0 83655700000.0 4817340000.0 30799300000.0 479568000000.0 509948000000.0 -3.28 [-3.28]
134896000000000.0 1.07378e+17 515154000000.0 9785490000000.0 2883040000000.0 70571100000.0 3904480000.0 32145100000.0 482662000000.0 494737000000.0 -3.26 [-3.26]
134896000000000.0 1.02109e+17 521755000000.0 9451440000000.0 2640180000000.0 59452700000.0 3160110000.0 33486900000.0 484551000000.0 478698000000.0 -3.24 [-3.24]
134896000000000.0 9.70918e+16 527981000000.0 9119600000000.0 2414020000000.0 49993200000.0 2552540000.0 34826700000.0 485265000000.0 461877000000.0 -3.22 [-3.22]
134896000000000.0 9.23218e+16 533812000000.0 8791190000000.0 2204110000000.0 41969500000.0 2058170000.0 36159300000.0 484810000000.0 444453000000.0 -3.2 [-3.2]
134896000000000.0 8.77868e+16 539246000000.0 8466910000000.0 2009660000000.0 35174600000.0 1656610000.0 37482300000.0 483218000000.0 426560000000.0 -3.18 [-3.18]
134896000000000.0 8.34681e+16 544295000000.0 8146850000000.0 1829550000000.0 29421700000.0 1330570000.0 38795800000.0 480524000000.0 408285000000.0 -3.16 [-3.16]
134896000000000.0 7.93694e+16 548933000000.0 7832700000000.0 1663610000000.0 24574100000.0 1067110000.0 40092800000.0 476781000000.0 389849000000.0 -3.14 [-3.14]
134896000000000.0 7.54724e+16 553173000000.0 7524370000000.0 1510690000000.0 20489300000.0 854239000.0 41374400000.0 472039000000.0 371326000000.0 -3.12 [-3.12]
134896000000000.0 7.17676e+16 557019000000.0 7222340000000.0 1370020000000.0 17053400000.0 682580000.0 42638800000.0 466360000000.0 352831000000.0 -3.1 [-3.1]
134896000000000.0 6.82456e+16 560472000000.0 6926990000000.0 1240840000000.0 14168300000.0 544408000.0 43884700000.0 459808000000.0 334469000000.0 -3.08 [-3.08]
134896000000000.0 6.48971e+16 563534000000.0 6638610000000.0 1122410000000.0 11750100000.0 433396000.0 45111400000.0 452447000000.0 316337000000.0 -3.06 [-3.06]
134896000000000.0 6.17141e+16 566211000000.0 6357550000000.0 1014010000000.0 9726800000.0 344383000.0 46317300000.0 444354000000.0 298520000000.0 -3.04 [-3.04]
134896000000000.0 5.86956e+16 568506000000.0 6084670000000.0 915144000000.0 8040130000.0 273267000.0 47498200000.0 435628000000.0 281138000000.0 -3.02 [-3.02]
134896000000000.0 5.58121e+16 570426000000.0 5818110000000.0 824538000000.0 6628570000.0 216237000.0 48663800000.0 426241000000.0 264126000000.0 -3.0 [-3.0]
134896000000000.0 5.30781e+16 571973000000.0 5560060000000.0 742179000000.0 5456680000.0 170871000.0 49802400000.0 416365000000.0 247672000000.0 -2.98 [-2.98]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 4.80083e+16 573968000000.0 5067660000000.0 599175000000.0 3676670000.0 106100000.0 52007900000.0 395296000000.0 216482000000.0 -2.94 [-2.94]
134896000000000.0 4.56597e+16 574429000000.0 4833400000000.0 537420000000.0 3009250000.0 83374200.0 53072800000.0 384236000000.0 201811000000.0 -2.92 [-2.92]
134896000000000.0 4.34273e+16 574540000000.0 4607130000000.0 481482000000.0 2458210000.0 65397400.0 54110600000.0 372910000000.0 187786000000.0 -2.9 [-2.9]
134896000000000.0 4.13058e+16 574308000000.0 4388830000000.0 430890000000.0 2004230000.0 51206400.0 55120600000.0 361376000000.0 174426000000.0 -2.88 [-2.88]
134896000000000.0 3.92888e+16 573739000000.0 4178350000000.0 385175000000.0 1630790000.0 40020900.0 56101800000.0 349682000000.0 161730000000.0 -2.86 [-2.86]
134896000000000.0 3.73773e+16 572852000000.0 3976270000000.0 344031000000.0 1324900000.0 31240900.0 57046500000.0 337931000000.0 149732000000.0 -2.84 [-2.84]
134896000000000.0 3.55556e+16 571634000000.0 3781330000000.0 306874000000.0 1073810000.0 24332800.0 57962600000.0 326084000000.0 138367000000.0 -2.82 [-2.82]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 3.21737e+16 568243000000.0 3413480000000.0 243321000000.0 700786000.0 14677800.0 59695300000.0 302342000000.0 117564000000.0 -2.78 [-2.78]
134896000000000.0 3.06089e+16 566090000000.0 3240730000000.0 216347000000.0 564489000.0 11373300.0 60505600000.0 290558000000.0 108121000000.0 -2.76 [-2.76]
134896000000000.0 2.91253e+16 563649000000.0 3075530000000.0 192216000000.0 453949000.0 8802650.0 61273300000.0 278904000000.0 99306400000.0 -2.74 [-2.74]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 2.50887e+16 554581000000.0 2619410000000.0 133875000000.0 232822000.0 4035950.0 63329300000.0 244687000000.0 76218900000.0 -2.68 [-2.68]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 2.27157e+16 547161000000.0 2347210000000.0 104636000000.0 147522000.0 2380120.0 64465400000.0 222799000000.0 63426700000.0 -2.64 [-2.64]
134896000000000.0 2.16178e+16 543069000000.0 2220390000000.0 92382600000.0 117071000.0 1824250.0 64953300000.0 212221000000.0 57748000000.0 -2.62 [-2.62]
134896000000000.0 2.05739e+16 538730000000.0 2099390000000.0 81485400000.0 92701300.0 1396250.0 65386000000.0 201895000000.0 52507800000.0 -2.6 [-2.6]
134896000000000.0 1.95815e+16 534148000000.0 1983990000000.0 71804500000.0 73241800.0 1067200.0 65761200000.0 191835000000.0 47680600000.0 -2.58 [-2.58]
134896000000000.0 1.86378e+16 529332000000.0 1874010000000.0 63213200000.0 57737900.0 814626.0 66077100000.0 182052000000.0 43241500000.0 -2.56 [-2.56]
134896000000000.0 1.77404e+16 524288000000.0 1769260000000.0 55597300000.0 45414000.0 621039.0 66331600000.0 172556000000.0 39166300000.0 -2.54 [-2.54]
134896000000000.0 1.68871e+16 519024000000.0 1669540000000.0 48853100000.0 35640100.0 0.0 66523000000.0 163355000000.0 35431300000.0 -2.52 [-2.52]
134896000000000.0 1.60757e+16 513547000000.0 1574670000000.0 42886800000.0 27906400.0 0.0 66649600000.0 154456000000.0 32013400000.0 -2.5 [-2.5]
134896000000000.0 1.5304e+16 507865000000.0 1484450000000.0 37614400000.0 21801400.0 0.0 66710300000.0 145862000000.0 28890700000.0 -2.48 [-2.48]
134896000000000.0 1.457e+16 501985000000.0 1398720000000.0 32959800000.0 16993400.0 0.0 66704000000.0 137578000000.0 26042200000.0 -2.46 [-2.46]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 1.32079e+16 489662000000.0 1239980000000.0 25238000000.0 10254600.0 0.0 66487800000.0 121945000000.0 21087600000.0 -2.42 [-2.42]
134896000000000.0 1.25763e+16 483235000000.0 1166630000000.0 22054700000.0 7939140.0 0.0 66277400000.0 114597000000.0 18944300000.0 -2.4 [-2.4]
134896000000000.0 1.19754e+16 476642000000.0 1097070000000.0 19255600000.0 6132790.0 0.0 65999000000.0 107559000000.0 17000500000.0 -2.38 [-2.38]
134896000000000.0 1.14036e+16 469891000000.0 1031140000000.0 16796600000.0 4726950.0 0.0 65653200000.0 100829000000.0 15240100000.0 -2.36 [-2.36]
134896000000000.0 1.08597e+16 462990000000.0 968680000000.0 14638700000.0 3635460.0 0.0 65240700000.0 94404200000.0 13647800000.0 -2.34 [-2.34]
134896000000000.0 1.03421e+16 455947000000.0 909544000000.0 12746800000.0 2790000.0 0.0 64762700000.0 88279300000.0 12209600000.0 -2.32 [-2.32]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 9380770000000000.0 441474000000.0 800659000000.0 9639700000.0 1632960.0 0.0 63616400000.0 76910800000.0 9743530000.0 -2.28 [-2.28]
134896000000000.0 8935980000000000.0 434085000000.0 750776000000.0 8374920000.0 1246150.0 0.0 62953400000.0 71671600000.0 8694490000.0 -2.26 [-2.26]
134896000000000.0 8511330000000000.0 426568000000.0 703503000000.0 7267510000.0 948632.0 0.0 62231100000.0 66692100000.0 7749150000.0 -2.24 [-2.24]
134896000000000.0 8105880000000000.0 418931000000.0 658730000000.0 6299020000.0 720388.0 0.0 61451300000.0 61966700000.0 6898420000.0 -2.22 [-2.22]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 7354930000000000.0 403456000000.0 576886000000.0 4723580000.0 413659.0 0.0 59740000000.0 53325500000.0 5456690000.0 -2.18 [-2.18]
134896000000000.0 7006290000000000.0 395615000000.0 539442000000.0 4085500000.0 312669.0 0.0 58812700000.0 49377400000.0 4847380000.0 -2.16 [-2.16]
134896000000000.0 6675510000000000.0 387746000000.0 504286000000.0 3532210000.0 0.0 0.0 57844800000.0 45679400000.0 4304420000.0 -2.14 [-2.14]
134896000000000.0 6359500000000000.0 379804000000.0 471072000000.0 3050330000.0 0.0 0.0 56834000000.0 42195900000.0 3818300000.0 -2.12 [-2.12]
134896000000000.0 6058660000000000.0 371827000000.0 439824000000.0 2632230000.0 0.0 0.0 55786100000.0 38932200000.0 3384840000.0 -2.1 [-2.1]
134896000000000.0 5771200000000000.0 363794000000.0 410334000000.0 2268810000.0 0.0 0.0 54701200000.0 35867200000.0 2997570000.0 -2.08 [-2.08]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 5239950000000000.0 347787000000.0 356897000000.0 1684160000.0 0.0 0.0 52457500000.0 30366800000.0 2349490000.0 -2.04 [-2.04]
134896000000000.0 4991780000000000.0 339738000000.0 332463000000.0 1448560000.0 0.0 0.0 51293900000.0 27879200000.0 2077180000.0 -2.02 [-2.02]
134896000000000.0 4756480000000000.0 331738000000.0 309640000000.0 1245700000.0 0.0 0.0 50115800000.0 25576600000.0 1836300000.0 -2.0 [-2.0]
134896000000000.0 4532460000000000.0 323764000000.0 288249000000.0 1070590000.0 0.0 0.0 48922400000.0 23439100000.0 1622670000.0 -1.98 [-1.98]
134896000000000.0 4319190000000000.0 315826000000.0 268211000000.0 919562000.0 0.0 0.0 47717300000.0 21457800000.0 1433340000.0 -1.96 [-1.96]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 3922880000000000.0 300096000000.0 231910000000.0 677322000.0 0.0 0.0 45285700000.0 17929800000.0 1117290000.0 -1.92 [-1.92]
134896000000000.0 3738880000000000.0 292322000000.0 215508000000.0 580871000.0 0.0 0.0 44065800000.0 16366300000.0 986047000.0 -1.9 [-1.9]
134896000000000.0 3563740000000000.0 284622000000.0 200184000000.0 497932000.0 0.0 0.0 42847300000.0 14925700000.0 870042000.0 -1.88 [-1.88]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 3238360000000000.0 269473000000.0 172531000000.0 365459000.0 0.0 0.0 40426200000.0 12382800000.0 677067000.0 -1.84 [-1.84]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 2944420000000000.0 254756000000.0 148554000000.0 268062000.0 0.0 0.0 38051200000.0 10247800000.0 527027000.0 -1.8 [-1.8]
134896000000000.0 2806780000000000.0 247494000000.0 137686000000.0 229248000.0 0.0 0.0 36874200000.0 9304710000.0 464566000.0 -1.78 [-1.78]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 [-0.0]
134896000000000.0 2552680000000000.0 233416000000.0 118283000000.0 167808000.0 0.0 0.0 34585900000.0 7666410000.0 361454000.0 -1.74 [-1.74]
134896000000000.0 2435580000000000.0 226614000000.0 109649000000.0 143659000.0 0.0 0.0 33478900000.0 6958360000.0 319089000.0 -1.72 [-1.72]
134896000000000.0 2323610000000000.0 219913000000.0 101587000000.0 122912000.0 0.0 0.0 32388600000.0 6310170000.0 281611000.0 -1.7 [-1.7]
134896000000000.0 2216840000000000.0 213334000000.0 94084300000.0 105133000.0 0.0 0.0 31319300000.0 5718770000.0 248534000.0 -1.68 [-1.68]
